feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,score
8.1,0.2,0.28,0.9,0.6,0.023,49,87,18,0.99062,2.92,48,0.36,11.1,6
5.7,0.22,0.22,16.65,0.55,0.044,39,110,45,0.99855,3.24,39,0.48,9,6
7.5,0.34,0.24,3.85,0.9,0.031,5,34,12,0.99098,3.01,78,0.36,11.8,4
6.6,0.64,0.28,4.4,0.75,0.032,19,78,27,0.99036,3.11,13,0.62,12.9,6
7,0.48,0.12,4.5,0.55,0.05,23,86,22,0.99398,2.86,62,0.35,9,5
7.6,0.37,0.34,3.2,0.95,0.028,42,162,27,0.9903,3.01,67,0.33,12.4,6
7,0.48,0.12,4.5,0.65,0.05,23,86,50,0.99398,2.86,19,0.35,9,5
6.6,0.64,0.28,4.4,0.6,0.032,19,78,33,0.99036,3.11,81,0.62,12.9,6
8,0.25,0.27,9.7,0.55,0.036,15,85,38,0.99406,2.99,61,0.36,11.2,6
7.6,0.38,0.28,4.2,1,0.029,7,112,45,0.9906,3,78,0.41,12.6,6
6.9,0.26,0.27,4.2,0.95,0.031,20,80,33,0.99089,3.12,22,0.39,11.5,6
7.8,0.15,0.34,1.1,0.55,0.035,31,93,32,0.99096,3.07,38,0.72,11.3,7
8,0.25,0.27,9.7,0.65,0.036,15,85,23,0.99406,2.99,60,0.36,11.2,6
6.9,0.26,0.27,4.2,0.5,0.031,20,80,15,0.99089,3.12,57,0.39,11.5,6
5.9,0.655,0,5.6,0.85,0.033,8,31,26,0.9936,3.32,55,0.51,10.5,4
7.6,0.38,0.28,4.2,0.95,0.029,7,112,47,0.9906,3,36,0.41,12.6,6
7.8,0.31,0.4,1.6,0.5,0.027,20,87,18,0.9911,3.15,52,0.48,11.9,6
8.1,0.17,0.21,1.6,0.6,0.036,24,119,38,0.99396,3.18,27,0.52,10.1,6
6.8,0.18,0.28,1.1,0.9,0.027,32,112,19,0.99089,3.15,97,0.45,11,7
7.4,0.28,0.36,14.6,0.55,0.048,35,161,36,0.9968,3.14,100,0.56,10.6,5
7.3,0.23,0.27,2.6,0.95,0.035,39,120,12,0.99138,3.04,57,0.59,11.3,7
6.7,0.22,0.22,1.2,0.8,0.038,5,124,38,0.99098,3.1,31,0.37,11.2,4
7.4,0.25,0.28,7.25,0.85,0.028,14,78,28,0.99238,2.94,47,0.37,11.5,7
7.5,0.3,0.21,6.55,0.7,0.026,33,143,25,0.99244,2.92,17,0.35,11.1,5
7.2,0.26,0.24,7,0.5,0.023,19,130,20,0.99176,3.14,61,0.49,12.8,7
6.3,0.32,0.32,1.5,0.8,0.037,12,76,33,0.98993,3.3,92,0.46,12.3,6
7.7,0.24,0.3,1.4,1,0.041,15,102,24,0.9929,3.26,61,0.53,10.4,6
7.4,0.25,0.28,7.25,0.9,0.028,14,78,20,0.99238,2.94,41,0.37,11.5,7
7,0.24,0.35,1,0.8,0.032,42,104,19,0.98988,3.16,31,0.37,11.7,7
5.8,0.28,0.28,4.2,0.95,0.044,52,158,35,0.992,3.35,34,0.44,10.7,7
6.8,0.19,0.71,17.5,0.7,0.042,21,114,12,0.99784,2.85,90,0.5,9.5,6
6.8,0.19,0.71,17.5,0.5,0.042,21,114,16,0.99784,2.85,74,0.5,9.5,6
6.8,0.19,0.71,17.5,0.55,0.042,21,114,15,0.99784,2.85,83,0.5,9.5,6
6.6,0.19,0.35,1.5,0.55,0.037,37,107,29,0.99006,3.18,92,0.68,12,7
6.4,0.28,0.36,1.3,0.9,0.053,28,186,43,0.99211,3.31,64,0.45,10.8,5
5.6,0.28,0.27,3.9,1,0.043,52,158,42,0.99202,3.35,29,0.44,10.7,7
5.6,0.28,0.28,4.2,0.6,0.044,52,158,37,0.992,3.35,97,0.44,10.7,7
6.8,0.19,0.32,7.6,0.5,0.049,37,107,20,0.99332,3.12,14,0.44,10.7,7
7.2,0.16,0.29,1,0.5,0.031,40,123,18,0.98958,3.12,1,0.4,12.1,7
6.6,0.17,0.28,1.1,1,0.034,55,108,45,0.98939,3,43,0.52,11.9,7
6.6,0.19,0.28,11.8,0.75,0.042,54,137,31,0.99492,3.18,75,0.37,10.8,6
5.8,0.2,0.24,1.4,0.7,0.033,65,169,12,0.99043,3.59,30,0.56,12.3,7
6.6,0.39,0.38,9.7,0.75,0.053,49,226,45,0.99787,3.3,42,0.57,9.4,6
6.8,0.12,0.3,12.9,0.7,0.049,32,88,22,0.99654,3.2,22,0.35,9.9,6
6.6,0.295,0.24,1.6,0.65,0.039,29,140,37,0.99304,3.35,31,0.61,10.4,7
6.6,0.26,0.24,7.2,0.55,0.038,28,137,21,0.9952,3.35,37,0.6,10.4,6
7,0.32,0.27,7.1,0.7,0.027,37,122,13,0.99165,3.15,11,0.6,12.6,7
7.4,0.36,0.23,1.9,0.9,0.017,31,69,45,0.9892,2.93,36,0.36,12.5,6
6.7,0.35,0.48,8.8,0.8,0.056,35,167,10,0.99628,3.04,19,0.47,9.4,5
6.4,0.38,0.24,7.2,0.75,0.047,41,151,30,0.99604,3.11,24,0.6,9.2,5
6.8,0.14,0.18,1.4,1,0.047,30,90,49,0.99164,3.27,12,0.54,11.2,6
7,0.16,0.25,14.3,0.5,0.044,27,149,33,0.998,2.91,42,0.46,9.2,6
7,0.16,0.25,14.3,0.5,0.044,27,149,32,0.998,2.91,40,0.46,9.2,6
6.7,0.35,0.48,8.8,0.75,0.056,35,167,23,0.99628,3.04,44,0.47,9.4,5
6.8,0.14,0.18,1.4,0.85,0.047,30,90,18,0.99164,3.27,47,0.54,11.2,6
6.8,0.16,0.18,1.8,1,0.046,31,114,47,0.99226,3.27,67,0.55,10.8,6
7,0.16,0.25,14.3,0.7,0.044,27,149,37,0.998,2.91,64,0.46,9.2,6
6.4,0.38,0.24,7.2,1,0.047,41,151,29,0.99604,3.11,54,0.6,9.2,5
7.2,0.24,0.3,1.2,0.65,0.037,11,95,29,0.98914,2.96,63,0.36,12.5,6
7.7,0.32,0.61,11.8,0.5,0.041,66,188,28,0.99794,3,45,0.54,9.3,5
7,0.29,0.33,0.9,0.5,0.041,20,117,43,0.99048,3.21,61,0.5,11.4,5
7.1,0.27,0.24,12.6,0.7,0.044,48,118,41,0.99726,3.04,91,0.56,10,7
6.8,0.45,0.28,26.05,1,0.031,27,122,45,1.00295,3.06,86,0.42,10.6,6
6.3,0.2,0.26,4.7,0.8,0.04,108,168,43,0.99278,3.07,95,0.75,10.7,7
7.1,0.27,0.24,12.6,0.85,0.044,48,118,25,0.99726,3.04,18,0.56,10,7
7.2,0.24,0.3,1.2,0.65,0.037,11,95,29,0.98914,2.96,22,0.36,12.5,6
6.8,0.45,0.28,26.05,0.55,0.031,27,122,39,1.00295,3.06,42,0.42,10.6,6
6.6,0.36,0.28,6.1,0.55,0.029,12,93,35,0.99054,3.19,7,0.27,12.8,7
7.7,0.32,0.61,11.8,0.75,0.041,66,188,22,0.99794,3,74,0.54,9.3,5
7,0.29,0.33,0.9,0.55,0.041,20,117,11,0.99048,3.21,39,0.5,11.4,5
6.4,0.37,0.2,5.6,0.55,0.117,61,183,26,0.99459,3.24,85,0.43,9.5,5
6.4,0.38,0.2,5.3,0.9,0.117,57,181,28,0.99459,3.24,97,0.43,9.5,6
6.4,0.36,0.2,5.7,0.8,0.118,61,172,24,0.9946,3.24,31,0.43,9.5,6
6.6,0.3,0.25,8,0.9,0.036,21,124,22,0.99362,3.06,26,0.38,10.8,6
6.6,0.3,0.25,8,0.75,0.036,21,124,25,0.99362,3.06,86,0.38,10.8,6
6.5,0.21,0.51,17.6,0.8,0.045,34,125,37,0.99966,3.2,7,0.47,8.8,6
6.6,0.3,0.25,8,0.8,0.036,21,124,11,0.99362,3.06,24,0.38,10.8,6
7.6,0.31,0.27,8.8,0.8,0.021,57,156,13,0.99442,3.08,61,0.38,11,7
5.8,0.58,0,1.5,1,0.02,33,96,35,0.98918,3.29,16,0.38,12.4,6
6.5,0.26,0.39,1.4,0.9,0.02,12,66,31,0.99089,3.25,69,0.75,11.3,7
8.7,0.3,0.34,4.8,0.85,0.018,23,127,34,0.99474,3.12,51,0.49,11.2,7
6.4,0.29,0.32,2.4,0.6,0.014,34,89,22,0.99008,3.24,4,0.66,12.5,7
6.7,0.13,0.32,3.7,0.9,0.017,32,99,26,0.99348,3.12,60,0.44,10,6
6.8,0.19,0.33,4.9,0.6,0.047,42,130,12,0.99283,3.12,97,0.56,11,6
6,0.25,0.4,5.7,0.65,0.052,56,152,30,0.99398,3.16,69,0.88,10.5,6
6,0.25,0.4,5.7,0.55,0.052,56,152,35,0.99398,3.16,89,0.88,10.5,6
6.8,0.19,0.33,4.9,0.85,0.047,42,130,23,0.99283,3.12,10,0.56,11,6
6.4,0.24,0.23,2,0.75,0.046,30,133,37,0.9908,3.12,91,0.54,11.4,7
5.9,0.18,0.28,5.1,0.8,0.039,50,139,14,0.99165,3.16,100,0.44,11.3,6
7.2,0.33,0.22,4.5,0.5,0.031,10,73,33,0.99076,2.97,42,0.52,12.2,7
6.4,0.29,0.24,3.2,0.55,0.037,31,95,50,0.98942,2.9,94,0.66,12.6,7
7.3,0.31,0.25,6.65,1,0.032,30,138,39,0.99244,2.9,97,0.37,11.1,5
7,0.29,0.37,1.6,0.65,0.035,34,126,14,0.99058,3.26,88,0.47,12.3,6
6.9,0.19,0.6,4,0.7,0.037,6,122,17,0.99255,2.92,52,0.59,10.4,4
6.3,0.32,0.17,17.75,0.75,0.06,51,190,11,0.99916,3.13,38,0.48,8.8,6
6.6,0.085,0.33,1.4,1,0.036,17,109,37,0.99306,3.27,8,0.61,9.5,6
6.3,0.32,0.17,17.75,0.75,0.06,51,190,23,0.99916,3.13,9,0.48,8.8,6
6.8,0.18,0.32,7.2,0.95,0.047,17,109,50,0.99498,3.42,37,0.44,10.4,6
6.8,0.52,0.26,5.7,0.7,0.038,27,130,18,0.99,3.11,49,0.27,13,7
7.1,0.28,0.28,8.5,1,0.03,25,191,44,0.99338,3.16,44,0.46,12.2,7
5.7,0.15,0.47,11.4,1,0.035,49,128,42,0.99456,3.03,79,0.34,10.5,8
5.8,0.275,0.3,5.4,1,0.043,41,149,44,0.9926,3.33,65,0.42,10.8,7
5.4,0.53,0.16,2.7,0.5,0.036,34,128,15,0.98856,3.2,36,0.53,13.2,8
5.8,0.32,0.28,4.3,0.5,0.032,46,115,35,0.98946,3.16,79,0.57,13,8
6.7,0.22,0.39,1.2,0.65,0.049,26,152,36,0.99346,3.5,76,0.47,10,6
6.1,0.6,0.12,1.8,0.95,0.05,11,76,16,0.99268,3.42,73,0.48,10.4,4
6.5,0.26,0.31,1.3,0.75,0.034,59,145,47,0.98944,3.16,67,0.54,12.4,6
5,0.29,0.54,5.7,0.95,0.035,54,155,21,0.98976,3.27,38,0.34,12.9,8
5.4,0.53,0.16,2.7,0.55,0.036,34,128,35,0.98856,3.2,73,0.53,13.2,8
6.8,0.21,0.26,11.7,0.6,0.038,61,152,22,0.99523,3.02,78,0.56,10.5,7
5.8,0.32,0.28,4.3,0.9,0.032,46,115,35,0.98946,3.16,50,0.57,13,8
6.5,0.27,0.26,11,0.7,0.03,2,82,41,0.99402,3.07,75,0.36,11.2,5
5.9,0.37,0.32,1.6,0.8,0.029,41,102,35,0.98916,3.41,0,0.55,12.7,7
6.2,0.21,0.18,11.6,1,0.044,61,155,48,0.99655,3.14,76,0.52,9.4,6
6.8,0.3,0.29,6.2,1,0.025,29,95,10,0.99071,3.03,62,0.32,12.9,7
7.3,0.41,0.29,1.8,0.75,0.032,26,74,42,0.98889,2.96,4,0.35,13,8
5.4,0.3,0.3,1.2,0.65,0.029,25,93,10,0.98742,3.31,81,0.4,13.6,7
6.6,0.34,0.2,1,0.85,0.053,26,112,43,0.99336,3.32,77,0.55,9.1,5
5.6,0.25,0.19,2.4,0.65,0.049,42,166,20,0.992,3.25,49,0.43,10.4,6
5.3,0.3,0.3,1.2,0.5,0.029,25,93,23,0.98742,3.31,18,0.4,13.6,7
6.9,0.58,0.58,8.2,0.9,0.032,29,169,50,0.99275,3.28,47,0.44,12.2,6
7.2,0.23,0.25,18.8,0.85,0.085,19,111,18,1.00044,3.1,28,0.51,8.7,5
7.1,0.2,0.27,9.6,0.5,0.037,19,105,45,0.99444,3.04,3,0.37,10.5,7
6.8,0.15,0.41,12.9,0.5,0.044,79.5,183,41,0.99742,3.24,6,0.78,10.2,6
7,0.22,0.26,9.2,0.7,0.027,37,122,21,0.99228,3.06,62,0.34,12.5,8
6.4,0.16,0.44,1.2,0.9,0.051,39,122,42,0.99058,3.11,58,0.75,11.3,7
6.8,0.15,0.41,12.9,0.55,0.044,79.5,183,40,0.99742,3.24,60,0.78,10.2,6
6.8,0.31,0.3,8,0.7,0.028,33,122,18,0.99164,3.13,29,0.63,12.6,7
6.8,0.15,0.41,12.9,0.9,0.044,79.5,183,18,0.99742,3.24,52,0.78,10.2,6
7.6,0.3,0.37,1.6,0.75,0.087,27,177,35,0.99438,3.09,52,0.5,9.8,5
6,0.16,0.27,12,0.8,0.03,39,98,13,0.99402,3.15,81,0.34,10.8,5
7.1,0.21,0.35,2.5,0.5,0.04,41,186,20,0.99128,3.32,82,0.56,12.5,6
7,0.22,0.26,9.2,0.55,0.027,37,122,34,0.99228,3.06,83,0.34,12.5,8
5.6,0.21,0.24,4.4,0.95,0.027,37,150,22,0.991,3.3,40,0.31,11.5,7
7.4,0.22,0.26,8.8,0.55,0.027,23,112,37,0.9931,2.98,99,0.41,11.4,6
7.1,0.2,0.27,9.6,0.5,0.037,19,105,41,0.99444,3.04,49,0.37,10.5,7
6.8,0.31,0.3,8,0.9,0.028,33,122,22,0.99164,3.13,82,0.63,12.6,7
7.2,0.23,0.25,18.8,0.55,0.085,19,111,12,1.00044,3.1,79,0.51,8.7,5
6.4,0.15,0.4,1.3,0.5,0.053,61,146,25,0.99112,3.17,38,0.68,11,6
6.4,0.16,0.44,1.2,0.75,0.051,39,122,20,0.99058,3.11,25,0.75,11.3,7
6.8,0.15,0.41,12.9,0.8,0.044,79.5,182,10,0.99742,3.24,94,0.78,10.2,6
6.3,0.22,0.34,1.2,0.85,0.036,32,96,21,0.98961,3.06,60,0.74,11.6,6
7.6,0.3,0.37,1.6,0.55,0.087,27,177,42,0.99438,3.09,75,0.5,9.8,5
7,0.3,0.27,1.5,0.65,0.076,24,145,44,0.99344,3.1,68,0.52,10.1,5
6.6,0.26,0.22,18.15,0.5,0.05,23,139,19,0.99904,3.06,96,0.5,9.2,5
7.5,0.24,0.31,13.1,0.5,0.05,26,180,15,0.99884,3.05,56,0.53,9.1,6
7.5,0.24,0.31,13.1,0.65,0.05,26,180,17,0.99884,3.05,40,0.53,9.1,6
7.5,0.24,0.31,13.1,0.65,0.05,26,180,29,0.99884,3.05,50,0.53,9.1,6
7.5,0.24,0.31,13.1,0.65,0.05,26,180,48,0.99884,3.05,17,0.53,9.1,6
6.6,0.15,0.34,1,0.65,0.037,45,79,33,0.98949,2.96,23,0.5,11.7,6
6.7,0.34,0.43,1.6,0.95,0.041,29,114,31,0.99014,3.23,57,0.44,12.6,6
7.7,0.35,0.46,11.8,0.6,0.088,61,183,12,0.99786,2.86,93,0.47,9,5
6.7,0.31,0.09,1.4,0.9,0.039,53,141,32,0.99206,3.12,32,0.44,10.1,5
4.7,0.67,0.09,1,0.5,0.02,5,9,43,0.98722,3.3,89,0.34,13.6,5
7.5,0.24,0.31,13.1,1,0.05,26,180,19,0.99884,3.05,10,0.53,9.1,6
6.3,0.2,0.18,10.6,0.75,0.045,57,159,50,0.99666,3.09,75,0.54,9.2,5
6.6,0.28,0.23,10.4,0.6,0.049,45,190,41,0.99754,3.12,99,0.51,8.8,5
8.5,0.18,0.3,1.1,0.65,0.028,34,95,28,0.99272,2.83,98,0.36,10,4
6.5,0.35,0.38,7.4,0.95,0.036,20,196,15,0.99712,3.47,86,0.48,9.1,6
6.8,0.22,0.26,1.2,1,0.041,29,182,26,0.99104,3.04,80,0.35,11.2,5
6.3,0.18,0.24,3.4,0.95,0.053,20,119,47,0.99373,3.11,12,0.52,9.2,6
6.6,0.26,0.22,18.15,0.7,0.05,23,139,15,0.99904,3.06,73,0.5,9.2,5
6.6,0.3,0.45,8,0.65,0.038,54,200,18,0.9956,3.18,58,0.48,9.5,5
6.3,0.34,0.27,2.5,0.6,0.024,40,152,21,0.99095,3.35,19,0.6,11.9,7
7.7,0.3,0.23,2,0.8,0.068,NA,138,27,0.99382,3.11,65,0.62,9.8,5
7.7,0.31,0.23,2,0.65,0.069,29,134,32,0.99382,3.11,19,0.62,9.8,5
5.7,0.265,0.28,6.9,0.8,0.036,46,150,46,0.99299,3.36,46,0.44,10.8,7
5.4,0.255,0.33,1.2,0.75,0.051,29,122,47,0.99048,3.37,95,0.66,11.3,6
6.6,0.26,0.28,9.4,0.6,0.028,13,121,11,0.99254,3.17,94,0.34,12.1,6
4.8,0.17,0.28,2.9,0.75,0.03,22,111,14,0.9902,3.38,40,0.34,11.3,7
5.7,0.265,0.28,6.9,0.95,0.036,46,150,12,0.99299,3.36,83,0.44,10.8,7
6.2,0.2,0.33,5.4,0.5,0.028,21,75,42,0.99012,3.36,11,0.41,13.5,7
7.5,0.28,0.41,1.3,0.9,0.044,11,126,40,0.99293,3.28,75,0.45,10.3,5
6.2,0.22,0.2,20.8,0.55,0.035,58,184,35,1.00022,3.11,40,0.53,9,6
7,0.34,0.26,10.3,0.75,0.041,51,166,40,0.99382,3.08,12,0.35,11.6,6
7.5,0.28,0.41,1.3,0.55,0.044,11,126,11,0.99293,3.28,81,0.45,10.3,5
6.5,0.19,0.34,1.6,0.95,0.029,39,116,42,0.98954,3.21,98,0.68,12.5,6
6,0.21,0.29,13.1,0.6,0.042,28,125,22,0.99936,3.39,92,0.45,8.6,5
6.1,0.22,0.46,1.8,0.7,0.16,34,74,40,0.9884,3.19,4,0.33,13.4,6
6.5,0.32,0.48,8,0.6,0.026,18,88,30,0.99144,3.22,66,0.79,12.7,4
7.1,0.21,0.72,1.6,0.8,0.167,65,120,30,0.99324,2.97,100,0.51,9.2,5
5.6,0.26,0.18,1.4,0.5,0.034,18,135,15,0.99174,3.32,98,0.35,10.2,6
7,0.15,0.28,14.7,0.7,0.051,29,149,47,0.99792,2.96,75,0.39,9,7
7,0.15,0.28,14.7,0.7,0.051,29,149,40,0.99792,2.96,59,0.39,9,7
7,0.15,0.28,14.7,0.6,0.051,29,149,37,0.99792,2.96,14,0.39,9,7
7,0.15,0.28,14.7,0.9,0.051,29,149,22,0.99792,2.96,78,0.39,9,7
7,0.15,0.28,14.7,0.95,0.051,29,149,10,0.99792,2.96,39,0.39,9,7
7,0.15,0.28,14.7,1,0.051,29,149,32,0.99792,2.96,63,0.39,9,7
7,0.15,0.28,14.7,0.75,0.051,29,149,10,0.99792,2.96,35,0.39,9,7
7.4,0.27,0.28,1.8,0.5,0.04,45,121,10,0.99043,3.02,15,0.4,11.9,5
6.8,0.22,0.3,10.6,0.85,0.07,67,194,43,0.99654,2.89,88,0.42,9,6
6.2,0.24,0.25,12.5,1,0.055,47,134,34,0.99758,3.3,70,0.51,9,5
6.3,0.28,0.29,6.8,0.7,0.051,40,143,40,0.99374,3.43,6,0.59,11,6
7,0.15,0.28,14.7,1,0.051,29,149,36,0.99792,2.96,41,0.39,9,7
5.5,0.17,0.23,2.9,0.75,0.039,10,108,15,0.99243,3.28,69,0.5,10,5
6.5,0.26,0.34,1.4,0.75,0.04,25,184,21,0.99216,3.29,1,0.46,10.7,5
6.6,0.27,0.33,1.4,0.8,0.042,24,183,19,0.99215,3.29,95,0.46,10.7,5
5.4,0.46,0.15,2.1,0.75,0.026,29,130,18,0.98953,3.39,2,0.77,13.4,8
7.8,0.19,0.32,7.4,1,0.015,47,124,11,0.99278,2.99,9,0.39,11,6
5.5,0.17,0.23,2.9,0.9,0.039,10,108,39,0.99243,3.28,24,0.5,10,5
6.5,0.26,0.34,1.4,1,0.04,25,184,18,0.99216,3.29,16,0.46,10.7,5
6.6,0.27,0.33,1.4,0.7,0.042,24,183,21,0.99215,3.29,100,0.46,10.7,5
7.8,0.19,0.32,7.4,0.5,0.015,47,124,19,0.99278,2.99,12,0.39,11,6
7.8,0.2,0.32,5,0.85,0.016,31,101,19,0.99186,2.99,34,0.39,11,6
6.1,0.17,0.28,2.5,1,0.028,22,98,28,0.99072,3.16,66,0.37,11.1,7
7.4,0.2,0.35,6.1,0.65,0.025,10,40,41,0.99244,2.79,1,0.52,10.9,5
6.7,0.39,0.24,2.7,0.5,0.017,22,80,32,0.99084,3.03,12,0.37,11.5,5
5.4,0.46,0.15,2.1,0.55,0.026,29,130,10,0.98953,3.39,69,0.77,13.4,8
6.9,0.4,0.17,12.9,0.55,0.033,59,186,12,0.99754,3.08,47,0.49,9.4,5
6.9,0.4,0.17,12.9,0.5,0.033,59,186,27,0.99754,3.08,23,0.49,9.4,5
6.9,0.4,0.17,12.9,0.9,0.033,59,186,15,0.99754,3.08,64,0.49,9.4,5
6.3,0.24,0.29,13.7,0.6,0.035,53,134,40,0.99567,3.17,45,0.38,10.6,6
6.9,0.4,0.17,12.9,0.95,0.033,59,186,28,0.99754,3.08,76,0.49,9.4,5
7.4,0.27,0.31,2.4,0.6,0.014,15,143,30,0.99094,3.03,65,0.65,12,4
6.1,0.27,0.28,9.8,0.8,0.042,61,125,17,0.99532,3.14,88,0.42,10.2,6
6.3,0.24,0.29,13.7,0.55,0.035,53,134,15,0.99567,3.17,26,0.38,10.6,6
5,0.61,0.12,1.3,0.6,0.009,65,100,46,0.9874,3.26,55,0.37,13.5,5
6.7,0.42,0.39,12.1,0.85,0.04,61,248,13,0.99794,3.31,95,0.58,9.7,5
6.5,0.33,0.28,6.1,0.9,0.018,41,103,49,0.99122,3.24,95,0.32,12.2,6
6.9,0.33,0.31,7.7,0.95,0.04,29,135,16,0.99226,3.11,44,0.57,12.3,5
6.5,0.33,0.28,6.1,0.55,0.018,41,103,31,0.99122,3.24,100,0.32,12.2,6
6.3,0.15,0.3,1.4,0.95,0.022,38,100,34,0.99099,3.42,1,0.57,11.4,7
6.5,0.32,0.45,7.7,0.5,0.022,31,97,19,0.99134,3.2,27,0.7,12.7,7
6.7,0.42,0.39,12.1,0.7,0.04,61,248,46,0.99794,3.31,13,0.58,9.7,5
7.4,0.25,0.29,6.8,0.85,0.02,31,113,30,0.99338,3.13,63,0.29,10.8,6
7.6,0.27,0.3,9.2,0.5,0.018,23,96,32,0.9938,3.08,8,0.29,11,6
6.4,0.27,0.45,8.3,0.8,0.05,52,196,20,0.9955,3.18,0,0.48,9.5,5
6.5,0.25,0.27,17.4,1,0.064,29,140,30,0.99776,3.2,83,0.49,10.1,6
5.6,0.19,0.31,2.7,0.5,0.027,11,100,19,0.98964,3.46,86,0.4,13.2,7
7.4,0.29,0.48,12.8,0.95,0.037,61.5,182,17,0.99808,3.02,9,0.34,8.8,5
6.4,0.34,0.44,8.2,0.65,0.043,54,201,48,0.99551,3.18,39,0.48,9.5,5
6.6,0.27,0.52,8.1,1,0.044,53,202,37,0.99548,3.18,53,0.48,9.5,5
6.6,0.26,0.52,8.2,0.5,0.047,52,191,30,0.99541,3.16,29,0.47,9.5,6
6.4,0.27,0.45,8.3,0.85,0.05,52,196,16,0.9955,3.18,1,0.48,9.5,5
6.5,0.26,0.5,8,0.65,0.051,46,197,25,0.99536,3.18,67,0.47,9.5,5
6.8,0.25,0.3,11.8,0.55,0.043,53,133,25,0.99524,3.03,26,0.58,10.4,6
6.3,0.32,0.26,12,0.55,0.049,63,170,12,0.9961,3.14,59,0.55,9.9,6
5.5,0.24,0.45,1.7,0.6,0.046,22,113,21,0.99224,3.22,11,0.48,10,5
6.5,0.25,0.27,17.4,0.9,0.064,29,140,47,0.99776,3.2,16,0.49,10.1,6
6.6,0.13,0.29,13.9,0.7,0.056,33,95,49,0.99702,3.17,49,0.39,9.4,6
7,0.39,0.21,10.7,0.55,0.098,13,91,44,0.99657,3.03,25,0.47,9.3,5
7.9,0.21,0.39,2,0.9,0.057,21,138,45,0.99176,3.05,84,0.52,10.9,5
7,0.3,0.28,2.2,1,0.042,21,177,22,0.99166,3.2,61,0.57,11.4,5
8.1,0.2,0.3,1.3,0.55,0.036,7,49,31,0.99242,2.99,22,0.73,10.3,5
8.3,0.18,0.3,1.1,0.6,0.033,20,57,41,0.99109,3.02,60,0.51,11,6
7.9,0.21,0.39,2,0.9,0.057,21,138,29,0.99176,3.05,22,0.52,10.9,5
7.2,0.17,0.34,6.4,0.65,0.042,16,111,37,0.99278,2.99,21,0.4,10.8,6
8.1,0.2,0.3,1.3,0.8,0.036,7,49,24,0.99242,2.99,75,0.73,10.3,5
8.3,0.18,0.3,1.1,0.65,0.033,20,57,37,0.99109,3.02,2,0.51,11,6
7,0.39,0.21,10.7,0.65,0.098,13,91,27,0.99657,3.03,3,0.47,9.3,5
6.8,0.21,0.62,6.4,0.55,0.041,7,113,47,0.99358,2.96,73,0.59,10.2,5
6.9,0.21,0.62,6.3,0.9,0.042,7,109,25,0.99358,2.96,51,0.59,10.2,6
7.2,0.17,0.34,6.4,0.6,0.042,16,111,49,0.99278,2.99,91,0.4,10.8,6
6.8,0.26,0.34,15.1,0.6,0.06,42,162,26,0.99705,3.24,79,0.52,10.5,3
7.2,0.28,0.38,2,0.85,0.052,23,156,30,0.9912,3.13,37,0.52,11.1,5
7.9,0.21,0.39,2,0.5,0.057,21,138,17,0.99176,3.05,34,0.52,10.9,5
7,0.3,0.28,2.2,0.85,0.042,21,177,28,0.99166,3.2,46,0.57,11.4,5
7.4,0.34,0.28,12.1,0.9,0.049,31,149,32,0.99677,3.22,43,0.49,10.3,5
6.3,0.43,0.32,8.8,0.5,0.042,18,106,28,0.99172,3.28,75,0.33,12.9,7
6.8,0.41,0.3,8.8,0.85,0.045,28,131,31,0.9953,3.12,19,0.59,9.9,5
6.3,0.4,0.24,5.1,0.6,0.036,43,131,27,0.99186,3.24,41,0.44,11.3,6
5.1,0.35,0.26,6.8,0.55,0.034,36,120,23,0.99188,3.38,24,0.4,11.5,6
5.1,0.35,0.26,6.8,0.9,0.034,36,120,29,0.99188,3.38,47,0.4,11.5,6
6.3,0.3,0.2,3.7,0.75,0.039,34,132,37,0.99158,3,1,0.38,10.7,5
6.9,0.28,0.28,12.2,1,0.042,52,139,18,0.99522,3.03,98,0.56,10.4,6
7,0.33,0.28,5.7,0.85,0.033,39,204,20,0.99176,3.17,93,0.64,12.5,6
6.7,0.26,0.49,8.1,0.6,0.052,48,197,40,0.99558,3.19,47,0.48,9.5,5
7.3,0.24,0.3,2.5,0.85,0.042,31,104,13,0.9911,3.05,52,0.56,11.3,7
6.7,0.46,0.21,4,0.7,0.034,12,88,21,0.99016,3.26,96,0.54,13,6
5.1,0.35,0.26,6.8,0.85,0.034,36,120,11,0.99188,3.38,6,0.4,11.5,6
5.1,0.23,0.18,1,0.8,0.053,13,99,17,0.98956,3.22,71,0.39,11.5,5
6.3,0.4,0.24,5.1,0.6,0.036,43,131,36,0.99186,3.24,39,0.44,11.3,6
7.1,0.44,0.23,5.8,0.7,0.035,24,100,43,0.99062,3.15,91,0.57,13.2,7
4.8,0.26,0.23,10.6,1,0.034,23,111,29,0.99274,3.46,90,0.28,11.5,7
6.8,0.31,0.19,3.5,0.7,0.086,30,130,40,0.993,2.83,58,0.44,9.6,5
6.8,0.31,0.19,3.5,0.8,0.086,30,130,37,0.993,2.83,9,0.44,9.6,5
7,0.15,0.29,16.4,0.55,0.058,45,110,25,0.9978,3.15,3,0.37,9.7,6
6.5,0.41,0.22,4.8,0.65,0.052,49,142,30,0.9946,3.14,54,0.62,9.2,5
